0.95325,0.027053,-1.1771,-0.0209,0.9,20.836
1.0697,-0.042491,-1.178,0.0009895,0.99762,20.835
1.0651,-0.0077768,-1.1788,-0.035637,0.97321,20.834
1.0657,0.015352,-1.1797,-0.054397,0.9801,20.833
1.0111,0.042321,-1.1805,-0.065822,0.94872,20.832
0.93655,0.061155,-1.1814,-0.029923,0.9,20.831
0.90821,0.047591,-1.1822,-0.016855,0.9534,20.83
0.92087,0.045307,-1.1831,0.0046935,0.98565,20.83
0.91084,0.039473,-1.1839,-0.027731,1.0108,20.829
0.93516,0.023064,-1.1849,-0.044164,1.0125,20.828
0.94536,0.018014,-1.1858,-0.0676,0.99903,20.827
0.93291,0.025357,-1.1866,-0.04941,0.94232,20.826
0.91873,0.029567,-1.1875,0.014093,0.9,20.825
0.94351,0.0075679,-1.1883,0.0018004,0.99504,20.824
0.9291,0.0045197,-1.1891,-0.023661,0.96452,20.824
0.92102,0.010797,-1.19,-0.038477,0.95259,20.823
0.9,0.015447,-1.1908,-0.065447,0.93859,20.822
0.91785,0.0098475,-1.1917,-0.041045,0.9,20.822
0.96442,0.03341,-1.1927,0.01659,0.91267,20.821
1.0189,-0.0070814,-1.1937,-0.042919,0.99709,20.82
1.0141,0.036269,-1.1949,-0.040963,0.91409,20.82
0.98409,0.058968,-1.1959,-0.036026,0.9062,20.819
0.94476,0.060428,-1.1969,-0.04799,0.91416,20.819
0.92303,0.061827,-1.1979,-0.027225,0.90242,20.818
0.9,0.055625,-1.1987,-0.0056245,0.9,20.818
0.97492,-0.0080159,-1.1997,0.020461,0.93462,20.817
0.96902,-0.0034491,-1.2007,-0.017426,0.92724,20.816
0.94486,0.0071611,-1.2016,-0.057161,0.92066,20.815
0.9868,0.026456,-1.2025,-0.0026894,0.9,20.815
1.0164,0.026813,-1.2035,0.023187,0.91643,20.814
1.0439,0.03108,-1.2045,0.016136,0.94865,20.813
1.014,0.050395,-1.2056,-0.02418,0.9446,20.813
0.9587,0.071142,-1.2066,-0.062307,0.93237,20.812
0.9,0.08598,-1.2076,-0.064061,0.9,20.812
0.98138,0.062331,-1.2085,-0.036789,0.97069,20.811
1.1,0.039074,-1.2097,0.00029304,1,20.81
1.0278,0.036066,-1.2109,-0.066328,0.96395,20.81
0.96147,0.030859,-1.212,-0.064058,0.9,20.809
0.95287,0.018991,-1.2129,-0.039584,0.90992,20.809
0.90888,0.033806,-1.2138,-0.030938,0.9,20.808
0.9,0.030922,-1.2146,-0.021094,0.92246,20.807
0.91835,0.032767,-1.2154,0.0092104,0.92374,20.806
0.9321,0.030039,-1.2163,0.01762,0.93982,20.805
0.96164,0.035175,-1.2173,0.0061973,0.9809,20.805
0.94691,0.030981,-1.2184,-0.047214,0.97496,20.804
0.91784,0.050421,-1.2194,-0.02095,0.9,20.804
0.95783,0.00084794,-1.2203,-0.041075,0.9672,20.803
1.0488,-0.016029,-1.2214,-0.023887,0.95784,20.802
1.021,0.007672,-1.2224,-0.057672,0.92381,20.802
1,0.028606,-1.2233,-0.044783,0.9,20.801
0.98723,0.032696,-1.2243,-0.021375,0.9,20.8
0.96903,0.031151,-1.2252,-0.0045465,0.90068,20.799
0.96602,0.028587,-1.2261,0.019296,0.90549,20.799
0.95891,0.019196,-1.227,0.023834,0.91225,20.798
0.9407,0.017961,-1.2279,0.0099801,0.91848,20.797
0.95309,0.002098,-1.2288,-0.013884,0.94248,20.797
0.99492,0.0094182,-1.2297,0.015646,0.92251,20.796
0.96461,0.025295,-1.2306,-0.017841,0.93269,20.795
0.90353,0.051056,-1.2315,-0.022143,0.9,20.794
0.9,0.05599,-1.2324,-0.0059904,0.94115,20.793
0.95944,0.027517,-1.2332,0.0057571,0.98238,20.793
0.92463,0.038956,-1.2341,-0.021436,0.93929,20.792
0.96068,0.015558,-1.2349,-0.022328,0.95966,20.791
0.95407,0.018202,-1.2358,-0.038522,0.9372,20.79
0.98068,0.012342,-1.2366,-0.043704,0.95219,20.789
0.95133,0.02935,-1.2375,-0.051538,0.92029,20.789
1.0074,0.0063764,-1.2384,-0.036196,0.95474,20.788
1.0126,0.022297,-1.2392,-0.038587,0.94097,20.787
0.99,0.039158,-1.2401,-0.033748,0.92522,20.786
0.96557,0.046924,-1.2411,0.0030765,0.9,20.786
0.99818,0.0085027,-1.242,-0.00013563,0.96027,20.785
0.99071,0.016614,-1.2429,-0.037231,0.96442,20.784
1.0237,0.013694,-1.2439,-0.038861,0.96322,20.784
1.0387,0.007116,-1.2449,-0.057116,0.95528,20.783
1.0282,0.015915,-1.2459,-0.06476,0.92816,20.782
1.0122,0.021709,-1.2468,-0.06468,0.91874,20.782
1.0021,0.027095,-1.2478,-0.055537,0.91726,20.781
0.97814,0.029816,-1.2487,-0.062365,0.92203,20.78
0.93608,0.041456,-1.2496,-0.054662,0.9,20.78
0.92573,0.029307,-1.2505,-0.062241,0.9311,20.779
0.92861,0.030286,-1.2514,-0.042525,0.91476,20.779
0.91938,0.018633,-1.2522,-0.055454,0.92399,20.778
0.9,0.020843,-1.253,-0.053727,0.9,20.777
0.95808,0.0013549,-1.254,-0.012847,0.91333,20.777
0.96635,0.0048221,-1.2548,-0.0059404,0.90164,20.776
0.97963,0.00025031,-1.2557,-0.025836,0.92684,20.775
1.0166,0.0084076,-1.2566,-0.0097483,0.91665,20.775
1.0104,0.013505,-1.2576,-0.045706,0.94071,20.774
0.98575,0.036882,-1.2585,-0.065219,0.93428,20.773
0.9968,0.046727,-1.2594,-0.049815,0.94436,20.773
0.99787,0.047513,-1.2604,-0.052037,0.96057,20.772
0.98651,0.043657,-1.2613,-0.055814,0.95397,20.771
0.96852,0.04631,-1.2623,-0.031303,0.92846,20.771
0.92701,0.044599,-1.2633,0.0054014,0.9,20.77
0.94223,-0.002855,-1.2642,-0.017187,0.97492,20.769
0.92653,0.0044295,-1.265,-0.045155,0.95354,20.769
0.92761,0.0043409,-1.2659,-0.054341,0.94246,20.768
0.92751,0.016273,-1.2667,-0.036079,0.91646,20.767
0.9,0.033238,-1.2676,-0.023886,0.90438,20.766
0.9149,0.02865,-1.2684,0.02135,0.9,20.766
0.94804,0.0091971,-1.2693,0.012453,0.95449,20.765
0.95015,0.018964,-1.2703,0.022463,0.9133,20.764
0.98054,0.00084293,-1.2711,-0.0094643,0.96543,20.763
0.99759,0.0024316,-1.272,-0.029947,0.94145,20.762
1.0085,0.0069673,-1.2729,-0.030571,0.91957,20.761
1,0.01344,-1.2738,-0.022804,0.9,20.761
0.99596,0.011592,-1.2748,-0.018788,0.90622,20.76
0.98974,0.0069905,-1.2758,-0.033114,0.91872,20.759
0.98373,0.0091345,-1.2767,-0.038992,0.91245,20.759
0.96885,0.016336,-1.2776,-0.03376,0.9,20.758
0.9745,0.01184,-1.2786,-0.030716,0.91675,20.758
0.96586,0.0094833,-1.2795,-0.052324,0.92658,20.757
0.95533,0.013435,-1.2804,-0.063435,0.918,20.756
0.93624,0.021333,-1.2813,-0.057003,0.9,20.756
0.91765,0.029234,-1.2822,-0.043184,0.90039,20.755
0.92355,0.020509,-1.2831,-0.030955,0.91728,20.754
0.94957,0.0089125,-1.2841,-0.050524,0.95927,20.754
0.9636,0.016774,-1.2851,-0.063175,0.94956,20.753
0.94307,0.027389,-1.286,-0.052265,0.90664,20.752
0.95542,0.015469,-1.287,-0.043638,0.93077,20.751
0.95797,0.017134,-1.2879,-0.020595,0.91139,20.75
0.95877,0.02431,-1.2889,0.021857,0.9,20.75
0.93287,0.022488,-1.2899,0.027404,0.91247,20.749
0.93104,-0.0024107,-1.2908,-0.0035686,0.95048,20.748
