0.9,0.075,0.92619,-0.025,0.9,7.5726
0.95897,0.0062162,0.47815,0.027329,1.0493,8.5664
0.93919,0.032423,0.73782,0.0073925,1.0411,8.1779
0.94377,0.047444,0.896,-0.00010591,1.048,7.8549
0.92272,0.064873,1.0302,-0.019601,0.99067,7.0199
0.9,0.075,1.0885,-0.025,0.9,5.9586
0.9,0.049994,0.93282,-0.0086209,0.93186,5.6631
0.92906,0.039592,0.8861,0.010408,0.95113,5.2585
0.92289,0.024361,0.79256,0.0077696,0.97306,4.8197
0.92529,-0.00060829,0.67034,0.019766,0.99112,4.3512
0.91753,-0.013144,0.59087,0.019861,1.0017,3.8496
0.90393,-0.0073802,0.56596,0.017574,0.9568,3.1936
0.90122,-0.001543,0.53922,0.020391,0.91876,2.6343
0.92325,-0.024859,0.44943,0.020514,1.0446,2.5342
0.91385,-0.021728,0.40252,-0.014265,1.0337,2.1472
0.91815,-0.0013685,0.3863,-0.042653,1.02,1.8221
0.9,0.024463,0.36759,-0.062194,0.9742,1.5049
0.9,0.050091,0.35229,-0.049909,0.90605,1.2198
0.93313,0.070095,0.33759,-0.020095,0.9,1.058
0.93748,-0.024789,0.19149,-0.025211,1.1,1.1343
0.92943,-0.0026281,0.16934,-0.029043,1.034,0.95708
0.92539,0.023841,0.15662,-0.02769,0.96146,0.79233
0.92139,0.044715,0.1427,-0.026694,0.92993,0.67157
0.9346,0.062778,0.13261,-0.016795,0.90196,0.56384
0.94072,0.066374,0.11736,-0.016374,0.9,0.48574
0.98261,0.0072152,0.079143,-0.020374,1.0276,0.47831
0.94556,0.013031,0.068189,-0.063031,1.0795,0.44112
0.9,0.019647,0.059448,-0.062584,1.1,0.40156
0.93112,0.035387,0.059697,-0.015775,1.0648,0.35205
0.94941,0.025037,0.052601,-0.003093,1.0743,0.31985
0.968,0.01833,0.04671,-0.012818,1.0988,0.29528
0.95096,0.028312,0.043697,-0.044775,1.0606,0.25851
0.92531,0.040734,0.040986,-0.059266,0.99126,0.22054
0.9,0.049425,0.03772,-0.041672,0.9,0.18409
0.97102,0.026344,0.031352,0.023656,0.96304,0.1824
1.0422,0.011703,0.028031,0.036139,1.0466,0.18152
0.96034,0.020378,0.025298,-0.049187,1.0837,0.16982
0.90068,0.035144,0.024304,-0.064856,1.0357,0.14675
0.90623,0.033571,0.022366,-0.048092,1.0333,0.13054
0.9,0.055886,0.022399,-0.044114,0.95171,0.10587
0.91281,0.055432,0.020308,-0.025648,0.92632,0.088561
0.94098,0.058206,0.018783,-0.0082061,0.9,0.072232
0.9486,0.050822,0.016316,-0.0086111,0.90829,0.059675
0.96207,0.051199,0.014553,-0.0058044,0.95519,0.050504
0.93415,0.048481,0.012147,-0.025625,0.96948,0.04059
0.91481,0.071864,0.011163,-0.021864,0.9,0.028901
0.91939,0.017891,0.0087603,-0.0042847,1.0397,0.023384
0.95861,9.895e-05,0.0078198,0.0054235,1.1,0.016246
0.91507,0.022562,0.0067805,-0.029313,1.089,0.0086758
0.90078,0.041713,0.0059433,-0.024941,1.0491,0.0018821
0.90255,0.042558,0.0051359,-0.011342,1.0135,-0.0041206
0.9,0.041458,0.0043149,-0.0010767,0.9816,-0.0093114
0.91081,0.039655,0.0035783,0.010345,0.95846,-0.013864
0.91106,0.03049,0.0029551,0.0094292,0.94804,-0.017916
0.90156,0.028856,0.0021832,0.0064902,0.93988,-0.021238
0.90748,0.012516,0.0019565,0.012072,0.97124,-0.024932
0.95005,0.020884,0.0012123,0.0093135,0.95532,-0.027051
0.93154,0.035286,0.00029619,-0.029351,0.95969,-0.029475
0.9,0.060006,-0.0009135,-0.039994,0.9,-0.029479
0.92123,0.062916,-0.0012519,-0.012916,0.91788,-0.03186
0.96898,0.033994,-0.0002417,0.0025424,0.97055,-0.035572
0.93579,0.045366,-0.00082773,-0.030559,0.92303,-0.035541
0.95143,0.02193,3.9553e-05,-0.035516,0.96032,-0.038844
0.9284,0.024515,-0.00013449,-0.055568,0.94957,-0.040275
0.93257,0.018689,0.00010445,-0.056605,0.98114,-0.043505
0.9,0.035735,-0.00078915,-0.05905,0.9454,-0.043471
0.92707,0.013693,0.00023599,-0.033977,0.99809,-0.047653
0.92143,0.030343,-0.00061841,-0.034391,0.9828,-0.048652
0.90713,0.047654,-0.0015898,-0.030597,0.95089,-0.048683
0.90074,0.057176,-0.0022088,-0.014939,0.90297,-0.047705
0.91364,0.019364,-0.00028321,0.0055551,0.98297,-0.053484
0.9,0.026154,-0.00082168,0.010175,1.0015,-0.055887
0.92166,0.02297,-0.00080369,0.02703,1.0136,-0.057777
0.92384,0.015968,-0.00057194,0.019393,1.0198,-0.059227
0.91393,0.024149,-0.0012138,0.0065256,0.99295,-0.05857
0.90672,0.029234,-0.0016427,0.0013179,0.97469,-0.058377
0.91199,0.034292,-0.0020369,0.0010519,0.95501,-0.058015
0.90996,0.035957,-0.0022498,-0.007046,0.94399,-0.057991
0.9,0.046654,-0.0030256,-0.010766,0.9,-0.055785
0.90662,0.03238,-0.0021525,-0.0025557,0.92676,-0.058167
0.92513,0.033325,-0.0022667,0.0014636,0.91185,-0.057778
0.91921,0.019468,-0.0014115,-0.011881,0.93998,-0.060143
0.90337,0.020216,-0.0014903,-0.016642,0.93035,-0.060106
0.94234,-0.00048861,-0.00021956,-0.0032737,0.97767,-0.06357
0.93369,0.0026303,-0.00042208,-0.027021,0.99168,-0.064922
